Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance,Population,"Number of individuals
no.","Taxable income or loss3
no.","Taxable income or loss3
$","Tax on taxable income
no.","Tax on taxable income
$","Medicare levy
no.","Medicare levy
$","Medicare levy surcharge
no.","Medicare levy surcharge
$","Total Medicare levy liability
no.","Total Medicare levy liability
$","Net tax
no.","Net tax
$","Australian government allowances and payments
no.","Australian government allowances and payments
$","Median Sales Price
$'000s",Mean Sales Price,Annual median salesprice change,Annual change in sales Count,"Sales
No.",No. 1 Bedroom rented,No. 2 Bedroom rented,No. 3 Bedroom rented,No. 4 or more Bedrooms rented,No. Bedsitter rented,No. Not Specified rented,No. Total rents,"Median Weekly Rent for New Bonds
$",Annual change in Median Weekly Rent,Annual change in New Bonds Lodged,"New Bonds Lodged
No.","Total Bonds Held
No.",sum of speeding fines paid in 2015($),SalesNo
2472,1095,1095,43267,36982,0.74,814,46330,42866,0.14,157,2770,1558,1095,45331,38710,1095,1898,568,0.15,159,74769,29326,0.14,156,58566,19032,0.71,779,10745,7400,1255,93557,43206,1731,1063,1054,43157427,828,6991950.79,671,718439.57,7,8716.6,671,727078.52,738,7227940.87,142,804173,837,910,0,0,5,5,20,56,20,5,5,116,502,0,0,35,227,14857,5
2473,1554,1554,47069,38226,0.73,1130,49526,43137,0.17,263,2182,1625,1554,49551,40359,1554,2363,564,0.08,123,109395,37250,0.08,122,84833,17764,0.7,1084,13145,8329,1714,126717,56001,2968,1516,1504,67209242,1158,11915769.29,955,1131475.01,17,21859.31,955,1153215.55,1034,12260114.89,170,1073297,728,759,0.5244,1.3333,20,38,179,168,38,5,20,449,439.7142857,-0.032842857,0.082628571,112,897,17843,20
2474,3336,3336,40633,32640,0.68,2262,44701,40558,0.14,459,1841,1195,3336,42768,34066,3336,1833,372,0.15,502,58679,25802,0.15,511,50986,22264,0.63,2114,11964,6807,3757,99774,40714,6386,3220,3165,122992233,2350,20334198.97,1817,1986554.68,18,20867.99,1816,2005950.35,2016,20758766.92,398,2705214,340,368,0.0609,0.5385,20,34,79,190,58,0,20,389,438,0.011116667,-0.07165,60,770,30527,20
2476,354,354,37596,27082,0.6,214,43676,37144,0.12,43,5547,2498,354,39627,29321,354,1524,278,0.09,32,81366,31486,0.09,32,71919,19608,0.58,206,10636,6639,392,84447,32831,1016,357,346,13276196,250,2204724.07,192,212942.22,2,2771.35,192,215713.57,215,2152701.06,43,353485,837,910,0,0,5,0,5,20,5,0,5,20,502,0,0,25,55,4766,5
2477,7169,7169,49411,38987,0.71,5120,49704,43724,0.16,1146,2104,948,7169,52067,41212,7169,2460,626,0.12,860,87926,30826,0.12,848,63237,15278,0.71,5080,14434,8497,7893,147028,57815,11247,7010,6934,328107598,5435,63055664.85,4398,5599284.97,68,82039.69,4395,5657144.55,4823,65037522.63,609,3824221,570,606,0.0044,0.4231,37,44,246,375,160,5,48,874,469.4285714,-0.0142,0.014,140,1752,77322,37
2478,17690,17690,51564,39618,0.7,12382,50834,43413,0.18,3150,2438,904,17690,54323,41829,17690,2654,631,0.12,2179,89712,33222,0.12,2115,60233,15487,0.72,12685,15158,8741,19073,157055,55538,26770,17189,17039,839211840,13645,163890219.5,11178,14427556.79,151,188390.99,11166,14588705.9,12169,169584553.1,1521,9209310,698,713,0.1867,0.0104,97,180,948,1174,439,5,132,2882,465.2857143,-0.021257143,0.016514286,605,5760,168124,97
2479,3369,3369,57902,37325,0.61,2065,53333,41258,0.22,751,4997,3060,3369,61399,39925,3369,3014,440,0.23,762,87560,29806,0.22,746,62417,15477,0.69,2321,19604,9379,3700,187884,43214,4540,3235,3174,176080624,2485,39283230.01,2021,3091352.02,38,57700.89,2016,3124101.22,2223,39509670.25,251,1376166,1075,1241,-0.0115,0.2,20,34,58,153,86,5,20,344,563.2857143,-0.030785714,-0.071428571,104,700,41989,20
2480,24989,24989,45564,38308,0.75,18725,47408,43271,0.15,3755,2274,874,24989,47737,40198,24989,2030,566,0.13,3261,83271,28569,0.13,3185,61926,16268,0.71,17865,12130,7869,28391,115229,45412,44394,24333,24057,1077112962,18983,193006779.3,15581,18298002.8,249,322469.28,15573,18610325.82,17042,200885853.8,2945,19356294,410,441,0.0789,0.2098,173,325,1132,1551,540,20,345,3904,389.5714286,0.003728571,0.118985714,608,7817,285714,173
2481,9050,9050,54923,34607,0.66,5961,44316,35099,0.2,1848,8645,4776,9050,58385,36499,9050,3230,383,0.21,1944,72204,26482,0.2,1850,52042,12106,0.71,6403,18479,7307,11381,133782,19702,10701,8868,8757,476255185,6896,109294630.5,5358,8245425.27,129,187730.66,5347,8388131.36,6114,113713609.9,842,5584481,898,1055,-0.1799,0.3077,68,176,308,528,243,5,54,1316,572.8571429,-0.067642857,0.142857143,364,2630,109283,68
2482,4114,4114,41703,30814,0.57,2361,40846,34713,0.2,830,7453,4034,4114,43826,32376,4114,1852,290,0.26,1073,65672,25252,0.25,1040,46954,12272,0.63,2601,12211,6168,4542,107157,29260,5750,3901,3851,160888752,2885,28705348.59,2176,2583606.95,36,61624.33,2171,2630542.26,2443,29189030.76,568,3840221,820,876,-0.0437,0.9167,20,58,121,212,101,5,20,505,511.4285714,-0.017471429,-0.078728571,84,1022,53174,20
2483,6655,6655,44389,34946,0.66,4372,44747,38450,0.17,1135,3992,2004,6655,46728,36386,6655,2148,430,0.22,1462,62657,28291,0.21,1414,44955,12156,0.69,4588,12198,6989,7514,111913,35173,10032,6473,6404,271634620,4977,46872931.1,3912,4472700.16,95,128727.08,3906,4597995.96,4345,48787931.16,845,5520112,853,860,0.1217,0.1515,38,121,258,465,175,5,20,1051,504.8571429,-0.0444,0.0396,206,2095,67949,38
2484,10391,10391,45175,36280,0.69,7140,47065,42092,0.15,1564,2842,1073,10391,47680,38058,10391,2343,615,0.15,1580,93768,26666,0.15,1533,78304,14196,0.68,7107,12701,7686,11675,115113,44317,18050,10255,10150,440888568,7862,78418802.63,6232,7364814.84,120,186563.25,6227,7545366.44,6897,81345143.94,1111,7218535,540,569,0.0385,-0.1833,49,123,372,510,236,5,53,1302,456.5714286,-0.000571429,-0.065714286,180,2601,66299,49
2485,7709,7709,46317,37791,0.7,5431,48217,42528,0.14,1048,3143,976,7709,48552,39720,7709,2158,550,0.1,772,101778,30684,0.1,733,82107,13704,0.71,5448,12573,7738,8844,123813,41360,13349,7449,7401,338639063,5891,61578933.11,4696,5636432.84,80,109979.85,4690,5737006.74,5168,63067777.76,821,5037550,475,554,0.2025,0.4507,103,117,1169,533,102,5,81,2012,485.1428571,0.0114,0.314085714,323,4019,41498,103
2486,17127,17127,47245,39059,0.73,12454,50506,44743,0.13,2195,1192,0,17127,49499,40956,17127,2164,644,0.1,1722,69294,29648,0.1,1646,50366,13066,0.72,12253,12762,8306,19046,116466,50412,30593,16712,16581,763843572,13313,137734314.7,10832,12888400.4,145,220145.76,10814,13078663.78,11832,142065601.2,1512,8813944,600,609,0.086,0.0956,149,102,405,901,424,5,165,2000,499.1428571,-0.005971429,-0.037842857,273,4002,128148,149
2487,8272,8272,60757,42644,0.71,5859,58792,45350,0.18,1525,496,23,8272,63916,45126,8272,3053,711,0.12,997,146889,32320,0.11,946,120480,13752,0.74,6107,19634,10473,9137,160123,61452,11193,7876,7804,455066418,6344,100772075.3,5403,8169447.46,104,155786.19,5398,8315668.65,5790,105191656.6,526,3148676,862,921,0.1164,-0.2703,54,106,420,393,194,5,117,1235,562.1428571,0.031985714,0.262542857,275,2470,51321,54
2488,2002,2002,51243,39638,0.76,1521,51107,43706,0.15,308,928,-52,2002,53949,41864,2002,2640,740,0.14,282,70820,31084,0.13,270,50289,15423,0.73,1467,14743,8737,2336,109178,43799,3101,2016,1988,95157776,1616,17653527.04,1337,1644406.67,26,29970.6,1337,1674377.27,1469,18522528.93,239,1469263,780,733,0.6438,0,20,20,69,164,37,5,5,300,497.8571429,0.000757143,-0.041471429,50,600,15224,20
2489,4101,4101,49648,38585,0.72,2955,53245,44359,0.14,580,314,-128,4101,52118,40249,4101,2395,656,0.13,541,58757,26997,0.13,525,36885,12638,0.72,2938,14071,9027,4573,128203,58789,6318,4025,3994,190692934,3199,35694624.49,2607,3229417.33,37,47662.31,2602,3258209.26,2863,36713748.35,348,2119404,725,696,0.032,0.3929,39,20,95,313,139,5,20,574,493.7142857,-0.015485714,-0.0648,118,1166,34841,39
2490,405,405,49063,39146,0.72,291,46211,39172,0.17,67,1219,331,405,51446,40813,405,2336,665,0.12,48,90514,25682,0.12,48,63961,14786,0.73,297,13271,7634,469,123859,48743,691,415,408,19252635,322,3649116.67,267,333889.42,2,2820.31,267,336709.73,293,3752611.57,40,255739,837,910,0,0,5,0,5,20,5,0,5,20,502,0,0,25,55,1883,5
2500,23030,23030,57577,43564,0.8,18479,58463,49012,0.15,3431,1627,214,23030,60158,45988,23030,2543,794,0.08,1887,96109,25391,0.08,1745,67372,12452,0.73,16917,17926,11597,26306,153039,41999,37081,22058,21914,1227058507,17535,261367671.3,14975,21896040.35,363,464404.8,14963,22344895.44,16065,276465228.1,2302,14911136,620,642,0.0333,0.2149,147,1035,3986,1724,425,51,254,7475,459.8571429,-0.006042857,0.0041,1323,14950,338623,147
2502,5307,5307,47314,40298,0.81,4303,51399,46021,0.12,655,572,-67,5307,49590,42593,5307,2265,1010,0.09,499,60516,30035,0.09,476,43058,15434,0.73,3852,12311,8821,6557,93886,35102,11707,5119,5092,233637366,4125,40898379.25,3353,3933894.78,47,63658.21,3352,3996029.8,3668,42959289.14,684,4302885,520,535,0.0612,-0.08,20,146,359,540,118,0,54,1217,437.6666667,0.008333333,0.114216667,202,2434,156846,20
2505,2548,2548,53360,44406,0.83,2109,57187,49941,0.16,395,1572,-19,2548,56058,46566,2548,2692,1200,0.08,202,59402,25848,0.07,191,42512,13844,0.76,1937,14551,10535,3144,117072,48353,4914,2517,2503,127339787,2044,24210983.12,1754,2241763.3,32,41040.79,1753,2281322.15,1882,25585666.52,261,1710071,590,627,0.0727,0.5,20,95,228,219,42,20,45,649,443.2857143,-0.0037,-0.061957143,107,1298,53999,20
2506,3684,3684,50706,42872,0.84,3104,54611,48100,0.1,385,-784,-831,3684,53080,44992,3684,2370,1201,0.07,276,94098,33887,0.07,272,75990,16054,0.76,2817,13302,8960,4389,98100,40850,7430,3653,3635,177396012,3043,32443370.62,2570,3092504.99,46,62506.15,2569,3153700.35,2773,34303575.41,395,2531468,550,576,0.2249,0.3636,20,32,79,257,70,5,5,450,481.5714286,-0.0065,-0.077385714,85,898,82839,20
2508,5658,5658,67774,52704,0.83,4706,68917,58284,0.17,964,-480,-1400,5658,70746,55180,5658,2883,1062,0.11,621,86507,31058,0.11,599,60473,13666,0.8,4552,20851,13784,6423,162065,78875,8652,5628,5603,361191667,4777,81527896.91,4278,6730417.56,73,88605.04,4277,6813220.66,4469,86279382.04,188,996800,868,948,0.1598,0.4167,34,20,97,174,76,5,5,384,513.2857143,-0.012042857,0.4201,126,761,90916,34
2515,7157,7157,75854,52733,0.76,5453,74019,59406,0.2,1454,859,290,7157,79211,56068,7157,3276,975,0.12,864,108838,35173,0.12,845,67917,14626,0.77,5505,26433,15602,8167,223780,94740,10385,7010,6957,500580723,5781,123353022,5122,9332475.94,137,172931.21,5118,9485804.52,5362,129613175.7,316,1847735,1200,1256,0.2,0.1111,20,75,240,301,130,5,20,765,565.8571429,-0.028671429,0.093128571,149,1536,73682,20
2516,3892,3892,70669,54514,0.82,3206,70734,59273,0.18,706,-547,-1370,3892,73953,57137,3892,3255,1286,0.1,391,115029,31613,0.1,380,83613,14310,0.8,3113,22421,14537,4373,174086,84022,5671,3737,3719,259489199,3149,62090189.15,2820,4862181.29,82,115526.27,2821,4977068.99,2955,65914281.53,169,917402,860,884,-0.1088,0.2,20,20,86,119,48,5,5,291,544.2857143,0.039171429,-0.014557143,65,574,48977,20
2517,7722,7722,64209,49244,0.82,6297,66404,57513,0.14,1091,-1368,-1240,7722,67054,51918,7722,2803,1166,0.09,697,76984,26397,0.09,675,48874,12659,0.77,5934,20256,13761,8715,166381,81081,12957,7571,7525,461817003,6204,102727155.4,5432,8470728.33,92,101224.95,5432,8570774.6,5747,108478780,421,2340003,870,860,0.1365,0.1563,37,63,279,310,99,5,20,772,491.1428571,-0.016914286,-0.067042857,120,1548,97290,37
2518,10426,10426,58141,46277,0.81,8399,60278,52532,0.14,1447,1614,-107,10426,60817,48574,10426,2646,1064,0.08,866,75595,25934,0.08,824,56026,13046,0.76,7946,17255,11434,12057,137159,58003,18613,10234,10192,550191179,8348,110620250.3,7292,9905516.19,117,143552.33,7289,10047811.73,7710,116552076.3,841,5110495,688,735,-0.0444,0.3878,68,149,861,635,138,5,58,1844,473.8571429,0.052828571,0.078285714,285,3690,165945,68
2519,9476,9476,59813,45146,0.78,7367,61566,51535,0.15,1455,3191,853,9476,62719,47833,9476,2762,884,0.08,780,100283,34668,0.08,755,67607,16889,0.74,7031,18835,12061,10752,168529,65425,16241,9325,9259,530380977,7456,114030836.5,6417,9554550.07,121,145053.5,6412,9689594.16,6840,119875008.3,724,4683206,803,821,0.0534,0.2093,52,162,582,482,147,20,83,1470,463.1428571,-0.015271429,-0.153385714,219,2946,144983,52
2525,6933,6933,60781,48083,0.79,5495,65168,55230,0.16,1127,1184,29,6933,63654,50645,6933,2782,1117,0.08,564,81852,33856,0.08,545,53536,14930,0.76,5241,18702,13053,7715,179273,80141,10629,6746,6715,393922004,5435,85289824.83,4725,7153882.5,86,119806.62,4724,7264134.93,4997,90139827.45,342,2098260,730,760,0.0311,0.6842,32,47,174,245,111,5,20,609,483.4285714,0.006114286,0.0445,131,1211,97270,32
2526,9075,9075,60356,47853,0.82,7424,62729,53658,0.15,1356,897,218,9075,63055,50471,9075,2688,1166,0.08,685,92465,31291,0.07,668,64839,13672,0.77,7025,18020,12133,10252,163694,67195,15831,8993,8962,523202082,7427,111805268,6515,9533028.18,108,132600.95,6513,9665019.65,6880,118416896.8,562,3148720,690,712,0.0866,0.1667,35,35,143,363,142,5,33,718,495.4285714,0.000642857,-0.0076,116,1439,176160,35
2527,12586,12586,54763,46796,0.87,10890,58268,51318,0.09,1171,-1394,-1609,12586,57453,49151,12586,2656,1353,0.07,852,63910,29341,0.07,835,44877,14855,0.79,9924,14603,10749,14186,118289,54786,20614,11962,11893,626008552,10022,120348232.7,8743,11203746.07,145,168097.62,8741,11366309.6,9340,127069964,811,4551338,597,607,0.0474,0.4247,104,31,181,612,320,5,82,1227,480.5714286,0.001014286,0.067085714,239,2458,233317,104
2528,11526,11526,50020,42144,0.82,9490,53854,47566,0.11,1216,1232,-127,11526,52562,44594,11526,2510,1183,0.06,726,76186,32196,0.06,709,56301,17574,0.75,8644,13260,9201,13999,115678,48221,23283,11239,11185,543520642,9148,100402335.8,7700,9418058.05,127,168895.31,7698,9585281.27,8388,105045119.3,1205,7210171,570,594,0.0179,0.9487,76,140,650,951,212,5,88,2044,438.4285714,0.008328571,-0.036142857,333,4090,248226,76
2529,15520,15520,57879,47222,0.83,12812,61083,51809,0.15,2372,-492,-738,15520,60653,49771,15520,2752,1285,0.07,1094,92556,30770,0.07,1074,69525,14770,0.78,12041,16553,11517,17321,138875,64497,22309,14951,14881,845617281,12365,176681481.9,10789,15303083.83,186,241819.06,10788,15542599.35,11503,186656143.7,954,5482503,690,699,0.0211,0.4861,107,46,367,943,568,5,69,1996,497.2857143,-0.010228571,-0.020457143,375,3994,259645,107
2530,18137,18137,54349,45348,0.84,15268,58445,51260,0.1,1844,-720,-1010,18137,56875,47725,18137,2506,1251,0.07,1210,71965,29872,0.07,1192,52496,15158,0.77,13932,15030,10945,20824,127806,60355,29720,17554,17478,914522159,14435,178212924.6,12501,16319024.38,198,243159.68,12500,16561312.05,13335,188254435.7,1221,7290374,590,605,0.0602,0.2222,110,87,313,965,371,5,46,1787,473.4285714,-0.002557143,-0.024614286,312,3574,280866,110
2533,9929,9929,58882,43543,0.7,6976,62368,51724,0.18,1771,1446,751,9929,61896,46020,9929,2938,857,0.09,912,98852,32940,0.09,886,71152,16214,0.72,7102,19183,12131,10918,223673,89342,14938,9748,9692,568198878,7673,126470945.7,6485,10137770.6,137,166771.41,6477,10294063.8,6950,132349360,491,2848254,822,858,0.0675,-0.1356,51,56,347,435,173,5,38,1053,515.8571429,0.001814286,0.061442857,247,2107,138962,51
2534,3442,3442,61263,44017,0.71,2447,60435,48445,0.19,642,2390,542,3442,64243,46714,3442,2839,887,0.12,419,95809,34367,0.12,411,65676,18010,0.73,2504,20143,12000,3780,204810,80369,4990,3333,3319,191855007,2643,42590952.7,2235,3391652.17,38,47484.05,2235,3439090.91,2426,44474717.67,160,873099,920,889,0.0425,0.1538,20,20,105,154,107,5,5,405,529.7142857,0.013942857,0.031228571,98,801,69013,20
2535,4199,4199,57337,40093,0.63,2658,58372,48342,0.19,813,3362,1204,4199,60338,42827,4199,2808,626,0.13,547,111220,37916,0.13,536,87268,20109,0.7,2935,19111,10826,4677,245538,89452,6997,4245,4220,231082259,3270,50223022.29,2679,4003656.79,45,63912.95,2673,4061421.1,2911,52207413.23,166,1028864,885,1134,-0.1767,0.25,35,20,95,124,72,5,44,358,504.7142857,0.015214286,0.083771429,99,718,70309,35
2536,9670,9670,44798,36691,0.67,6434,43977,38884,0.13,1271,1937,785,9670,46978,38292,9670,2034,465,0.1,966,83798,37983,0.1,940,61282,17171,0.69,6651,11931,6991,10820,138838,50895,17466,9302,9241,400973897,7210,70798214.73,5659,6516240.67,96,117843.17,5651,6620720.21,6313,70722212.34,980,6164085,495,527,0.0588,0.1531,113,85,549,730,291,5,109,1768,438.7142857,0.022671429,0.040157143,369,3537,155364,113
2537,6889,6889,45336,36998,0.66,4525,46393,40831,0.15,1002,3185,1784,6889,47304,38690,6889,1852,457,0.11,785,103641,34238,0.11,779,76625,17588,0.69,4754,12279,7384,7406,144278,58894,10908,6630,6581,290401537,5105,52003684.81,4092,4810793.32,89,122059.52,4092,4932852.84,4501,52054386.37,531,3181348,516,559,0.032,0.1321,60,40,220,356,115,5,20,760,429.4285714,-0.0222,0.104485714,167,1516,106022,60
2538,1368,1368,51857,35882,0.61,832,47324,37423,0.17,226,3680,1572,1368,54969,37318,1368,2611,429,0.14,189,102576,38914,0.13,175,76782,23875,0.68,933,16667,7850,1483,202365,65174,2263,1395,1380,68559211,1053,14132079.51,831,1153812.37,14,23402.63,830,1177021.7,928,14615385.35,103,537274,837,910,0,0,5,5,20,33,20,5,5,78,491.7142857,0.010714286,0.089285714,50,166,20415,5
2539,10098,10098,42291,34606,0.66,6670,44188,38691,0.14,1432,3061,1576,10098,44548,36407,10098,2164,467,0.12,1234,84319,37824,0.12,1203,60092,16800,0.67,6745,11232,6780,11272,148779,55632,16525,9775,9709,402234239,7390,68645039.81,5745,6425211.56,73,123500.84,5742,6544901.31,6397,69176289.07,996,5859406,600,637,-0.04,0.225,98,54,291,578,253,5,101,1282,445.8571429,0.026357143,-0.135714286,201,2564,125751,98
2540,22997,22997,47733,38873,0.72,16521,50621,44628,0.15,3348,2620,758,22997,50035,40902,22997,2198,636,0.09,2181,85399,31225,0.09,2126,63206,15303,0.71,16267,13128,8633,26134,144721,56142,41738,22337,22177,1037617698,17504,192453185.7,13660,16421471.61,228,307918.78,13655,16725633.72,15533,197949683.6,1955,12024376,520,559,-0.0095,0.2184,212,124,712,1500,844,20,166,3357,400.5714286,0.002828571,0.004428571,636,6723,410841,212
2541,13451,13451,49368,41493,0.79,10658,50556,45357,0.11,1530,1171,-75,13451,51603,43418,13451,2207,800,0.07,1005,83630,31532,0.07,962,59430,16878,0.75,10075,12858,8692,15539,114816,43899,24143,13233,13156,629718949,10831,115134934.9,8475,9956671.37,130,167941.1,8478,10122916.21,9738,119159008.7,1415,8669444,463,492,0.0255,0.0909,96,155,653,1103,465,5,333,2713,385.5714286,-0.004042857,0.097328571,523,5427,206083,96
2546,5025,5025,41026,32947,0.58,2934,42968,36629,0.15,733,2158,1469,5025,42888,34476,5025,1788,320,0.13,652,81235,31738,0.12,624,63935,15693,0.63,3144,11520,6257,5596,171042,58214,8792,4872,4828,193781854,3545,33335223.04,2660,3033936.93,43,61670.99,2657,3094279.81,2978,32976523.71,450,2687955,484,489,-0.0128,-0.193,46,72,234,270,67,5,31,677,438.2857143,0.033457143,-0.050157143,124,1356,63569,46
2548,4790,4790,46352,37606,0.63,3004,46705,40824,0.15,739,2546,1075,4790,48351,39189,4790,1908,354,0.09,439,96554,36342,0.09,412,73412,16496,0.68,3261,12755,8104,5097,177050,71595,6875,4688,4653,213193931,3615,39387308.97,2872,3551977.21,48,73774,2871,3625219.67,3131,39726285.86,364,2177375,495,486,0.0879,-0.0385,50,49,314,269,91,0,20,743,429.3333333,0.013233333,-0.1037,141,1486,48462,50
2549,2279,2279,46973,37790,0.71,1618,46356,40000,0.14,317,3869,1420,2279,49148,39422,2279,2086,397,0.12,278,76204,33756,0.12,267,55968,15003,0.71,1614,12619,7729,2505,147708,61023,3629,2244,2220,103480018,1806,18851918.91,1491,1767321.78,39,51580.61,1490,1816635.93,1619,19296246.16,169,980415,385,411,-0.2369,-0.0714,20,5,54,57,32,0,5,159,481.6666667,0.0196,-0.0119,45,312,28529,20
2550,9576,9576,46280,37762,0.71,6806,46984,42048,0.15,1394,2645,1072,9576,48292,39365,9576,1822,394,0.12,1132,82165,30884,0.12,1105,64332,17439,0.69,6610,13058,8585,10382,136605,55069,15692,9321,9234,426192365,7219,79912815.32,5910,7293498.74,145,203592.88,5906,7486230.89,6433,81574663.68,832,5264507,430,459,0.0287,0.0833,52,56,235,417,146,5,40,895,432.5714286,0.017542857,-0.043214286,141,1794,98471,52
2551,1959,1959,44842,37433,0.73,1424,46229,40562,0.12,227,3199,1725,1959,46586,38979,1959,1673,365,0.09,183,79277,37717,0.09,180,59548,22558,0.69,1360,11761,7867,2186,135168,54714,3450,1921,1910,84452924,1503,14804778.13,1200,1399004.04,31,47229.09,1199,1444719.58,1315,15020774.61,198,1323956,837,910,0,0,5,20,117,96,46,5,5,281,480.2857143,0.008657143,0,50,570,17930,5
2556,1447,1447,60293,45911,0.78,1135,54805,49608,0.24,346,3002,1024,1447,64187,49214,1447,2806,740,0.09,128,125790,43004,0.09,125,98912,22643,0.78,1126,18196,11493,1655,173452,41590,2387,1446,1436,82661032,1182,18523753.66,1022,1527550.93,36,63829.48,1022,1591380.41,1090,19866175.48,50,326772,837,910,0,0,5,5,20,45,64,5,5,134,524.5714286,0.042014286,0.028571429,50,278,63615,5
2557,7172,7172,61429,53373,0.86,6181,63765,58246,0.16,1183,-1337,-2073,7172,64266,56147,7172,2806,1330,0.08,602,66085,27918,0.08,581,44689,15190,0.83,5957,16764,12783,7346,92124,46604,4002,5832,5786,348198688,5067,73004991.53,4546,6414132.45,93,111531.28,4546,6525663.73,4833,77927665.04,248,1396832,720,719,0.0249,0.9118,65,20,78,196,832,5,85,1221,483.7142857,-0.003485714,-0.0183,220,2437,157337,65
2558,6545,6545,52994,48992,0.89,5853,56412,53176,0.11,724,-4547,-3062,6545,55420,51386,6545,2372,1200,0.07,444,51963,26827,0.07,430,34819,13747,0.81,5310,13250,10643,7546,83022,43344,11121,6489,6461,333510879,5558,61589367.29,4956,6030484.37,78,87342.2,4955,6117762.97,5236,65622185.25,457,2547506,623,631,0.0921,0.1538,20,5,66,383,140,0,50,646,436.5,0.003516667,0.174416667,125,1290,150233,20
2559,1068,1068,42058,37212,0.89,949,43800,41381,0.04,40,-6295,-4222,1068,44116,39144,1068,2058,781,0.06,65,54622,31730,0.06,61,39560,19296,0.7,752,10300,7995,1530,38295,9133,3805,938,930,39402827,777,6213790.98,606,637945.53,9,8572.62,606,646518.15,690,6559476.05,168,1181838,837,910,0,0,5,0,32,20,47,0,5,97,485.2,0.03858,0.05454,40,201,38840,5
2560,42280,42280,53064,47373,0.87,36818,56250,51798,0.11,4464,-2908,-2450,42280,55417,49578,42280,2327,1046,0.06,2721,63851,29136,0.06,2606,43775,14608,0.79,33310,13850,10558,50046,88829,38807,72235,41352,41047,2119471326,34791,400058137.2,30182,37772733.84,489,578728.98,30174,38331690.51,32447,424745307.6,3338,19710285,580,574,0.0943,0.1838,219,292,1914,2886,1380,20,937,7435,402.4285714,0.0267,0.004285714,1399,14864,862292,219
2564,6973,6973,48525,44339,0.86,6018,52768,49468,0.11,755,-3026,-2313,6973,50533,46257,6973,2003,832,0.08,588,64660,28348,0.08,561,50327,14489,0.77,5380,12107,9427,8454,64337,26427,13375,6755,6695,312888582,5590,54271554.78,4694,5389449.88,60,69982.83,4692,5458438.34,5191,57503440.36,701,4265077,524,517,-0.0118,0.2,20,20,307,467,120,5,47,968,441.8571429,-0.014857143,-0.046542857,149,1934,134210,20
2565,13533,13533,55805,48348,0.85,11482,58309,53220,0.15,2051,-2270,-2283,13533,58081,50273,13533,2265,878,0.08,1066,80860,29343,0.08,1023,61566,14789,0.79,10667,15359,11111,14994,96267,37150,16589,12117,12020,660971647,10104,133468906.3,8741,11809240.11,193,240878.25,8740,12047649.05,9480,142235918.2,751,4623318,673,684,0.0675,-0.0196,50,86,483,871,620,5,114,2176,468.7142857,-0.014142857,-0.0913,383,4355,184606,50
